name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Nitrosarchaeum sp. AC2	2259673	species	1720730	6	4	0.0
Acetobacter sp. JWB	2259883	species	2941821	2	1	0.0
Thiomicrorhabdus indica	2267253	species	5583726	11	10	0.0
Alteromonas sp. RKMC-009	2267264	species	5012246	1	1	0.0
Bartonella krasnovii	2267275	species	32025249	23	10	0.0
Chitinophaga caseinilytica	2267521	species	6517700	6	6	0.0
Lactobacillus phage ViSo-2018a	2267607	leaf	72362	922	821	0.0
Rhizobium oryzihabitans	2267833	species	5858741	3	0	0.0
Campylobacter novaezeelandiae	2267891	species	1584374	23	15	0.0
Ephemeroptericola cinctiostellae	2268024	species	2723407	3	2	0.0
Runella sp. SP2	2268026	species	7613819	9	7	0.0
Polaromonas sp. SP1	2268087	species	4507493	3	3	0.0
Actinokineospora sp. UTMC 2448	2268449	species	7012397	3	0	0.0
Candidatus Pelagibacter sp. FZCC0015	2268451	species	1364101	21	13	0.0
Microbacterium sp. ABRD28	2268461	species	3266665	1	1	0.0
Lactobacillus terrae	2269374	species	1548794	5	5	0.0
Stenotrophomonas sp. ASS1	2282124	species	4564481	1	0	0.0
Candidatus Micrarchaeum sp.	2282148	species	989838	2	1	0.0
Kordia sp. SMS9	2282170	species	5482391	16	12	0.0
Bufonid herpesvirus 1	2282206	species	158250	1	1	0.0
Leclercia sp. W17	2282309	species	5125645	3	0	0.0
Leclercia sp. W6	2282310	species	4945486	2	0	0.0
Novosphingobium humi	2282397	species	9484477	4	1	0.0
Serratia phage Scapp	2282409	leaf	42969	1	0	0.0
Staphylococcus pseudoxylosus	2282419	species	3059566	9	2	0.0
Streptococcus hillyeri	2282420	species	4455787	6	0	0.0
Achromobacter sp. B7	2282475	species	6236552	2	0	0.0
Lolium perenne-associated virus	2282644	species	2293	1	1	0.0
Streptomyces paludis	2282738	species	8454852	2	0	0.0
Paenibacillus sp. H1-7	2282849	species	8375342	3	2	0.0
Bacillus phage BSP38	2283013	leaf	153268	1	1	0.0
Psychrobacillus glaciei	2283160	species	4351338	12	6	0.0
Sporosarcina sp. PTS2304	2283194	species	3495830	6	6	0.0
Ornithinimicrobium avium	2283195	species	3918911	3	2	0.0
Aplysia californica nido-like virus	2283236	species	35906	1	1	0.0
Caulobacter phage CcrBL10	2283269	leaf	220934	1	0	0.0
Bird's-foot trefoil nucleorhabdovirus	2283315	species	13626	1	0	0.0
Aquirhabdus parva	2283318	species	3777352	2	2	0.0
Sulfurimonas sp. CVO	2283483	species	1923697	4	1	0.0
Lysobacter sp. TY2-98	2290922	species	3156619	1	1	0.0
Gallaecimonas mangrovi	2291597	species	4071977	2	2	0.0
Rhizobium sp. ZX09	2291939	species	5506306	2	0	0.0
Levilactobacillus suantsaii	2292255	species	2661801	3	2	0.0
Chromobacterium sp. Rain0013	2292447	species	4995443	7	1	0.0
Persicimonas caeni	2292766	species	8047206	1	1	0.0
Candidatus Syntrophocurvum alkaliphilum	2293317	species	2360781	16	13	0.0
Methylovirgula sp. 4M-Z18	2293567	species	5026859	1	0	0.0
Streptomyces inhibens	2293571	species	9696490	6	5	0.0
Thermaerobacter sp. PB12/4term	2293838	species	2820915	3	1	0.0
Ruegeria sp. AD91A	2293862	species	4405563	2	1	0.0
Micromonospora craniellae	2294034	species	6839926	4	1	0.0
Flavobacterium psychrotrophum	2294119	species	4843008	13	9	0.0
Salmonella virus VSt472	2301723	leaf	46905	1	1	0.0
Solimonas sp. K1W22B-7	2303331	species	5373342	4	1	0.0
Cellvibrio sp. KY-GH-1	2303332	species	5762391	6	5	0.0
Abras virus	2303487	leaf	12751	1	0	0.0
Zegla virus	2303488	leaf	12690	1	0	0.0
Psychrobacillus sp. AK 1817	2303505	species	4096020	7	4	0.0
Salinimonas sediminis	2303538	species	4440293	2	1	0.0
Marinobacter sp. Arc7-DN-1	2304594	species	4300456	1	0	0.0
Breoghania sp. L-A4	2304600	species	5029620	1	1	0.0
Companilactobacillus zhachilii	2304606	species	2714973	8	4	0.0
Streptomyces sp. W1SF4	2305220	species	8068143	5	3	0.0
Streptomyces sp. KPB2	2305221	species	8082236	1	0	0.0
Lactococcus phage vB_Llc_bIBBp6/4	2305489	leaf	22220	2	1	0.0
Mucilaginibacter celer	2305508	species	7149106	10	7	0.0
Lentilitoribacter sp. Alg239-R112	2305987	species	3910419	2	1	0.0
Corynebacterium diphtheriae subsp. diphtheriae	2315257	subspecies	2463627	1	0	0.0
Trichoderma harzianum bipartite mycovirus 1	2315392	leaf	3722	1	1	0.0
Lactobacillus phage Iacchus	2315483	leaf	137973	1	0	0.0
Lactobacillus phage Bromius	2315485	leaf	140527	1	0	0.0
Red clover-associated virus 1	2315578	leaf	11891	1	0	0.0
Spodoptera eridania nucleopolyhedrovirus	2315721	leaf	286463	2	1	0.0
Enterococcus phage EfV12-phi1	2315766	leaf	152770	2	1	0.0
Buchnera aphidicola (Macrosiphum gaurae)	2315801	forma	654448	13	6	0.0
Buchnera aphidicola (Aphis helianthi)	2315802	forma	645010	15	11	0.0
Paraflavitalea soli	2315862	species	8443189	6	5	0.0
Clostridium phage susfortuna	2316154	leaf	19046	1	1	0.0
Corallococcus interemptor	2316720	species	9449618	8	1	0.0
Corallococcus exercitus	2316736	species	10139229	6	2	0.0
Hymenobacter oligotrophus	2319843	species	4188814	2	2	0.0
Pseudomonas sp. DG56-2	2320270	species	5820432	1	1	0.0
Corynebacterium silvaticum	2320431	species	20583078	2	2	0.0
Paenisporosarcina cavernae	2320858	species	2537131	4	4	0.0
Clostridium manihotivorum	2320868	species	6364326	29	24	0.0
Aliarcobacter	2321111	genus	0	1	0	0.0
Halarcobacter sp.	2321133	species	9531116	99	70	0.0
Poseidonibacter	2321187	genus	0	2	0	0.0
Chryseolinea soli	2321403	species	8241389	6	4	0.0
Serratia inhibens	2338073	species	5386202	5	2	0.0
Yersinia hibernica	2339259	species	9654309	15	2	0.0
Potato virus B	2340870	leaf	21204	1	1	0.0
Georhizobium profundi	2341112	species	4356607	3	2	0.0
Arachidicoccus soli	2341117	species	4099663	17	9	0.0
Alteromonas sp. 76-1	2358187	species	4857090	9	5	0.0
Rhizobium sp. CCGE531	2364271	species	7140493	3	0	0.0
Rhizobium sp. CCGE532	2364272	species	6923224	3	0	0.0
Pantoea piersonii	2364647	species	9753274	3	1	0.0
Pseudomonas laurentiana	2364649	species	5105050	2	2	0.0
Alistipes megaguti	2364787	species	3270862	1	0	0.0
Streptococcus phage CHPC1062	2365021	leaf	40037	1	0	0.0
Halocella sp. SP3-1	2382161	species	4035760	22	5	0.0
Streptococcus koreensis	2382163	species	2009598	4	1	0.0
Dickeya phage vB_DsoM_JA11	2382310	leaf	255356	1	0	0.0
Borrelia sp. CA_690	2419518	species	1000420	18	0	0.0
Arthrobacter phage Isolde	2419610	leaf	53234	1	1	0.0
Bacillus phage vB_BboS-125	2419618	leaf	58528	1	1	0.0
Streptococcus phage SW12	2419632	leaf	35382	1	0	0.0
Klebsiella phage Pylas	2419682	leaf	70408	1	1	0.0
Gryllotalpicola protaetiae	2419771	species	3677803	1	0	0.0
Apilactobacillus bombintestini	2419772	species	1289211	5	5	0.0
Lactococcus allomyrinae	2419773	species	2758410	11	4	0.0
Virgibacillus sp. Bac330	2419841	species	4456326	9	3	0.0
Virgibacillus sp. Bac332	2419842	species	4627247	15	10	0.0
Xanthobacter sp. YC-JY1	2419844	species	5392410	1	0	0.0
Tea plant line pattern virus	2419940	species	7956	1	0	0.0
Streptomyces sp. S501	2420135	species	7461832	1	0	0.0
Acinetobacter sp. FDAARGOS_493	2420300	species	4021456	3	0	0.0
Acinetobacter sp. FDAARGOS_494	2420301	species	3953244	3	0	0.0
Acinetobacter sp. FDAARGOS_560	2420305	species	4166595	4	0	0.0
Serratia sp. FDAARGOS_506	2420306	species	4862745	3	0	0.0
Streptococcus sp. FDAARGOS_520	2420308	species	2099619	5	0	0.0
Streptococcus sp. FDAARGOS_521	2420309	species	2157002	4	0	0.0
Streptococcus sp. FDAARGOS_522	2420310	species	2101126	6	0	0.0
Enterococcus sp. FDAARGOS_553	2420313	species	3283483	10	0	0.0
Gordonia insulae	2420509	species	5962176	3	1	0.0
Serratia sp. 1D1416	2447890	species	5552047	3	0	0.0
Serratia sp. 3ACOL1	2448483	species	5876609	4	1	0.0
Enterobacter oligotrophicus	2478464	species	4476585	1	1	0.0
Flavobacterium sp. 140616W15	2478552	species	4935222	27	20	0.0
Acidovorax sp. 1608163	2478662	species	5045878	2	2	0.0
Chryseobacterium sp. 3008163	2478663	species	4558636	25	14	0.0
Catenibacterium sp. co_0103	2478954	species	2528270	8	4	0.0
Synechococcus elongatus UTEX 3055	2479200	strain	2881223	7	5	0.0
Buttiauxella sp. 3AFRM03	2479367	species	5498356	7	1	0.0
Pseudomonas sp. LTJR-52	2479392	species	5539211	2	0	0.0
Pseudomonas sp. LTGT-11-2Z	2479393	species	6073276	3	2	0.0
Salmonella phage Seszw_1	2479482	leaf	45881	1	0	0.0
Vibrio zhugei	2479546	species	8018905	10	0	0.0
Blautia sp. SC05B48	2479767	species	3731576	6	4	0.0
Pseudoxanthomonas winnipegensis	2480810	species	4450850	5	2	0.0
[Mycobacterium] chelonae subsp. gwanakae	2480908	subspecies	5106636	1	0	0.0
Sphingopyxis sp. YF1	2482763	species	4367405	5	4	0.0
Serratia sp. P2ACOL2	2482769	species	5590417	3	0	0.0
Parasedimentitalea marina	2483033	species	5080916	1	1	0.0
Clostridium sp. JN-1	2483110	species	2795954	14	8	0.0
Thermus caldilimi	2483360	species	2447659	2	2	0.0
Microbacterium sp. 10M-3C3	2483401	species	3387846	1	1	0.0
Mesorhizobium sp. NZP2234	2483402	species	6749717	2	1	0.0
Mesorhizobium sp. NZP2298	2483403	species	7336816	1	0	0.0
Mesorhizobium sp. NZP2077	2483404	species	14884847	6	0	0.0
Nocardioides pantholopis	2483798	species	4041717	2	2	0.0
Georgenia faecalis	2483799	species	3432109	5	2	0.0
Pectobacterium polonicum	2485124	species	9954377	6	1	0.0
Erysipelothrix piscisicarius	2485784	species	1722938	4	1	0.0
Serratia sp. LS-1	2485839	species	5129267	2	0	0.0
Nocardioides sp. WS12	2486272	species	5171066	1	0	0.0
Sphingopyxis sp. OPL5	2486273	species	4676975	1	0	0.0
Rickettsiales endosymbiont of Stachyamoeba lipophora	2486578	species	1738386	8	6	0.0
Mauternbach virus	2486603	leaf	154465	8	5	0.0
Arthrobacter sulfonylureivorans	2486855	species	4134248	1	0	0.0
Chryseobacterium sp. G0162	2487063	species	5276141	15	10	0.0
Chryseobacterium sp. G0186	2487064	species	5038771	16	10	0.0
Chryseobacterium sp. G0201	2487065	species	4810759	21	14	0.0
Epilithonimonas vandammei	2487072	species	6643977	37	15	0.0
Kaistella daneshvariae	2487074	species	2469733	6	2	0.0
Intestinibaculum porci	2487118	species	3212924	9	6	0.0
Phytobacter sp. MRY16-398	2487150	species	6191129	2	0	0.0
Bacillus cabrialesii	2487276	species	4125766	2	1	0.0
Pseudomonas sp. KU43P	2487887	species	5869691	13	1	0.0
Corynebacterium urogenitale	2487892	species	2351892	1	1	0.0
Paenibacillus sp. M-152	2487928	species	5823661	9	1	0.0
Coxiella endosymbiont of Amblyomma sculptum	2487929	species	622921	1	1	0.0
Klebsiella sp. FDAARGOS_511	2488567	species	6290193	2	0	0.0
Lactococcus phage phiQ1	2488571	leaf	59833	1	0	0.0
Pectobacterium versatile	2488639	species	34910019	12	2	0.0
Marinobacter sp. NP-4(2019)	2488665	species	4625865	2	1	0.0
Ruminiclostridium herbifermentans	2488810	species	4817678	24	16	0.0
Corynebacterium endometrii	2488819	species	2477061	1	0	0.0
Klebsiella africana	2489010	species	16134472	2	1	0.0
Klebsiella variicola subsp. tropica	2489014	subspecies	11511624	10	2	0.0
Pectobacterium phage Koot	2489628	leaf	43402	1	1	0.0
Streptococcus periodonticum	2490633	species	1903815	9	0	0.0
Pseudoalteromonas sp. Xi13	2490635	species	4510478	1	0	0.0
Sclerotium rolfsii fusarivirus 2	2490824	leaf	7281	1	1	0.0
Pantoea sp. CCBC3-3-1	2490851	species	5159767	3	0	0.0
Lachnoanaerobaculum gingivalis	2490855	species	3079059	197	83	0.0
Anabaena sp. YBS01	2490939	species	7013200	14	2	0.0
Proteus sp. GOKU	2490996	species	4141308	14	0	0.0
Escherichia coli O22:H8	2491679	strain	10998997	1	0	0.0
Kosakonia sp. CCTCC M2018092	2492396	species	4789478	2	1	0.0
Mycobacterium novum	2492438	species	4458926	3	1	0.0
Staphylococcus phage Henu2	2492948	leaf	43513	1	0	0.0
Bradyrhizobium sp. LCT2	2493093	species	9652610	1	0	0.0
Ectopseudomonas hydrolytica	2493633	species	10789054	7	3	0.0
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	species	6415165	2	1	0.0
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	species	7127907	34	21	0.0
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	species	6700763	1	0	0.0
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	species	6749192	2	1	0.0
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	species	7348390	16	1	0.0
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	species	7779814	2	2	0.0
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	species	6165597	2	1	0.0
Flammeovirga pectinis	2494373	species	6680108	4418	4227	0.0
Tabrizicola piscis	2494374	species	4387422	1	0	0.0
Aequorivita sp. H23M31	2494375	species	3682614	4	3	0.0
Chlamydia buteonis	2494525	species	2317862	12	6	0.0
Roseovarius faecimaris	2494550	species	3934770	1	0	0.0
Enterobacter huaxiensis	2494702	species	5037746	3	1	0.0
Buchnera aphidicola (Nipponaphis monzeni)	2495405	forma	599733	11	7	0.0
Paenibacillus albus	2495582	species	6632345	6	3	0.0
Geobacter sp. SVR	2495594	species	4717360	2	2	0.0
Hymenobacter radiodurans	2496028	species	4918966	2	0	0.0
Jeotgalibaca ciconiae	2496265	species	2950593	7	6	0.0
Iodobacter ciconiae	2496266	species	3877377	5	3	0.0
Escherichia phage SECphi27	2496550	leaf	51811	1	0	0.0
Streptomyces cyaneochromogenes	2496836	species	10677137	3	1	0.0
Sulfuricystis thermophila	2496847	species	2737315	1	1	0.0
Maribacter sp. MJ134	2496865	species	4016247	6	5	0.0
Nonlabens ponticola	2496866	species	2872100	7	6	0.0
Pseudomonas danubii	2497146	species	6722326	1	0	0.0
Halorubrum sp. BOL3-1	2497325	species	3668425	2	1	0.0
Enterobacter quasiroggenkampii	2497436	species	9439210	4	0	0.0
Negarnaviricota	2497569	phylum	0	1	0	0.0
Ellioviricetes	2497576	class	0	3	0	0.0
Cellulosilyticum sp. WCF-2	2497860	species	4779774	16	4	0.0
Billgrantia tianxiuensis	2497861	species	5015118	1	0	0.0
Janthinobacterium sp. 17J80-10	2497863	species	4020072	1	0	0.0
Enterobacter chuandaensis	2497875	species	4919140	3	1	0.0
Colwellia sp. Arc7-635	2497879	species	4741350	8	5	0.0
Candidatus Ornithobacterium hominis	2497989	species	2036909	13	7	0.0
Limnobaculum zhutongyuii	2498113	species	4631943	4	3	0.0
Streptomonospora litoralis	2498135	species	5814190	5	4	0.0
Rheinheimera mangrovi	2498451	species	4628354	4	2	0.0
Rhodomicrobium lacus	2498452	species	3739668	1	1	0.0
Pseudomonas sp. MPC6	2498848	species	7221214	3	0	0.0
Pantoea phage vB_PagS_AAS23	2499073	leaf	51170	1	1	0.0
Devosia sp. 1566	2499144	species	4168745	4	4	0.0
Rhodococcus sp. X156	2499145	species	3723718	1	1	0.0
Bacillus sp. BD59S	2499213	species	5645291	5	2	0.0
Niallia taxi	2499688	species	5292036	13	8	0.0
Salmonella enterica subsp. salamae serovar 42:r:-	2500152	leaf	9721877	2	0	0.0
Paracoccus sp. Arc7-R13	2500532	species	4040012	1	0	0.0
Pseudorhodobacter turbinis	2500533	species	4246983	12	10	0.0
Salmonella sp. SSDFZ54	2500542	species	5250803	2	0	0.0
Nocardioides yefusunii	2500546	species	3321975	1	1	0.0
Apibacter raozihei	2500547	species	3293048	21	13	0.0
Bacillus phage pW2	2500559	leaf	160627	1	1	0.0
Bacillus phage pW4	2500560	leaf	80919	2	2	0.0
Trichoderma asperellum hypovirus 1	2501273	leaf	14211	1	0	0.0
Escherichia phage vB_EcoM_G4498	2502301	leaf	167826	1	0	0.0
Pseudocnuella soli	2502779	species	4804510	4	1	0.0
Hymenobacter jejuensis	2502781	species	5086993	2	1	0.0
Flavobacterium cerinum	2502784	species	4077824	6	3	0.0
Salicibibacter halophilus	2502791	species	3754174	1	1	0.0
Ectopseudomonas khazarica	2502979	species	5384159	1	0	0.0
Campylobacter armoricus	2505970	species	3410044	30	2	0.0
Halorussus pelagicus	2505977	species	3490924	3	0	0.0
Pseudomonas viciae	2505979	species	19722984	5	1	0.0
Periweissella cryptocerci	2506420	species	3020651	3	3	0.0
Rhizobium rhododendri	2506430	species	5959131	1	1	0.0
Corynebacterium suranareeae	2506452	species	3537507	1	1	0.0
Clostridium sp. JN-9	2507159	species	3223191	19	12	0.0
Aminipila luticellarii	2507160	species	2750839	8	5	0.0
Acidilutibacter cellobiosedens	2507161	species	3743723	15	14	0.0
Caproiciproducens sp. NJN-50	2507162	species	3308050	8	0	0.0
Muriicola soli	2507538	species	3067493	6	5	0.0
Rhodococcus sp. ABRD24	2507582	species	5098030	1	0	0.0
Escherichia phage vB_EcoS_IME542	2507711	leaf	46553	1	0	0.0
Cohnella abietis	2507935	species	7059027	4	4	0.0
Salmonella phage 1-23	2508061	leaf	112496	1	0	0.0
Salmonella phage 3-29	2508069	leaf	110377	1	0	0.0
Luteimonas sp. YGD11-2	2508168	species	3216429	2	1	0.0
Escherichia phage vB_EcoM_G8	2508179	leaf	169650	1	0	0.0
Escherichia phage vB_EcoM_KAW1E185	2508180	leaf	164987	3	2	0.0
Escherichia phage vB_EcoM_WFC	2508193	leaf	72472	1	1	0.0
Pandoraea commovens	2508289	species	6056872	1	0	0.0
Leisingera sp. NJS204	2508307	species	5036933	1	1	0.0
Candidatus Thioglobus sp. NP1	2508687	species	1689404	9	7	0.0
Lactobacillus mulieris	2508708	species	5110266	9	1	0.0
Streptomyces roseicoloratus	2508722	species	7347349	5	5	0.0
Candidatus Nitrosopumilus sp. SW	2508726	species	1499620	4	3	0.0
Salinibacterium sp. UTAS2018	2508880	species	2995446	3	1	0.0
Ornithinimicrobium sufpigmenti	2508882	species	4169359	3	2	0.0
Sulfurimonas hydrogeniphila	2509341	species	2342011	8	5	0.0
Agromyces protaetiae	2509455	species	7864811	1	0	0.0
Xylanimonas protaetiae	2509457	species	3859980	2	1	0.0
Microbacterium protaetiae	2509458	species	3790483	1	1	0.0
Rhodoferax sediminis	2509614	species	4387497	3	3	0.0
Escherichia sp. HH091_1A	2509662	species	5734353	5	0	0.0
Escherichia sp. HH154_1D	2509664	species	5637404	1	0	0.0
Escherichia sp. KS167_9B	2509666	species	5654357	2	0	0.0
Ktedonosporobacter rubrisoli	2509675	species	11340617	9	8	0.0
Rhizobium phage RHph_Y68	2509787	leaf	152762	1	0	0.0
Staphylococcus phage vB_SauS_fPfSau02	2510149	leaf	45108	1	0	0.0
Lactobacillus phage SAC12B	2510941	leaf	136608	2	0	0.0
Lactobacillus phage 521B	2510942	leaf	136442	1	0	0.0
Synechococcus sp. RSCCF101	2511069	species	2984853	1	1	0.0
Pseudolysobacter antarcticus	2511995	species	4728975	1	0	0.0
Sulfolobus sp. S-194	2512240	species	2789526	14	5	0.0
Aquirufa nivalisilvae	2516557	species	3116291	9	6	0.0
Candidatus Brocadiia	2517206	class	0	1	0	0.0
Campylobacter sp. CCUG 57310	2517362	species	2081387	8	5	0.0
Psychrobacter sp. KH172YL61	2517899	species	3188207	2	0	0.0
Lentibacillus sp. CBA3610	2518176	species	4035571	4	3	0.0
Flavobacterium sangjuense	2518177	species	3130338	9	8	0.0
Candidatus Borrelia fainii	2518322	species	1195152	12	8	0.0
Nocardioides euryhalodurans	2518370	species	4017744	2	1	0.0
Nocardioides seonyuensis	2518371	species	3974362	1	1	0.0
Pandoraea sp. XY-2	2518599	species	5056206	2	1	0.0
Segatella hominis	2518605	species	4119191	38	23	0.0
Pseudomonas tructae	2518644	species	5685196	1	1	0.0
Oceanispirochaeta crateris	2518645	species	4012482	5	3	0.0
Pseudoalteromonas rhizosphaerae	2518973	species	5358982	12	9	0.0
Aequoribacter fuscus	2518989	species	3095392	2	0	0.0
Spirosoma sp. KCTC 42546	2520506	species	8664091	6	6	0.0
Shewanella maritima	2520507	species	4718011	3	3	0.0
Rhodoferax aquaticus	2527691	species	4737690	2	2	0.0
Polynucleobacter paneuropaeus	2527775	species	11495623	3	2	0.0
Aureliella helgolandensis	2527968	species	8439957	3	1	0.0
Aeoliella mucimassa	2527972	species	6608792	2	1	0.0
Gimesia panareensis	2527978	species	16244212	12	9	0.0
Mucisphaera calidilacus	2527982	species	3486541	1	1	0.0
Bremerella volcania	2527984	species	6496182	3	2	0.0
Stieleria varia	2528005	species	9719866	2	2	0.0
Pirellulimonas nuda	2528009	species	6618662	3	2	0.0
Lignipirellula cremea	2528010	species	9565229	2	2	0.0
Planctopirus ephydatiae	2528019	species	5214061	2	1	0.0
Poriferisphaera corsica	2528020	species	4291168	5	4	0.0
Anatilimnocola aggregata	2528021	species	9007740	2	2	0.0
Urbifossiella limnaea	2528023	species	7795793	9	3	0.0
Maioricimonas rarisocia	2528026	species	7744989	6	6	0.0
Bacteroides sp. A1C1	2528203	species	4502190	13	2	0.0
Zhaonella formicivorans	2528593	species	3314304	4	4	0.0
Lichenihabitans psoromatis	2528642	species	4836481	1	0	0.0
Microcystis aeruginosa NRERC-214	2528657	strain	4981678	4	3	0.0
Xanthobacter dioxanivorans	2528964	species	6650762	6	4	0.0
Oceanihabitans sp. IOP_32	2529032	species	3475698	13	9	0.0
Enterobacter wuhouensis	2529381	species	4821649	3	1	0.0
Bacillus sp. SYJ	2529386	species	5520756	5	2	0.0
Fusobacterium phage Fnu1	2530024	leaf	130914	2	1	0.0
Rhizosphaericola mali	2545455	species	4701441	22	16	0.0
Rheinheimera sp. D18	2545632	species	3308353	6	6	0.0
Capnocytophaga sp. FDAARGOS_737	2545799	species	2652717	11	0	0.0
Methanocaldococcus lauensis	2546128	species	1537427	20	12	0.0
Citrobacter arsenatis	2546350	species	5370228	9	7	0.0
Thermaerobacter sp. FW80	2546351	species	3039102	2	0	0.0
Gloeothece verrucosa	2546359	species	0	1	0	0.0
Flavobacterium nackdongense	2547394	species	4217227	15	13	0.0
Tenacibaculum phage PTm1	2547425	leaf	224680	1	1	0.0
Marinobacter sp. JH2	2547598	species	3721518	1	1	0.0
Chryseobacterium salivictor	2547600	species	3139453	5	4	0.0
Porphyrobacter sp. YT40	2547601	species	3943368	4	2	0.0
Erwinia sp. QL-Z3	2547962	species	5076534	5	3	0.0
Parashewanella tropica	2547970	species	4222191	5	5	0.0
Streptomyces aquilus	2548456	species	10393987	5	3	0.0
Thalassotalea sp. HSM 43	2552945	species	4014670	6	4	0.0
Halomonas sp. XH26	2557993	species	4112053	5	3	0.0
Sphingobacterium sp. CZ-2	2557994	species	3925976	14	13	0.0
Candidatus Hydrogenosomobacter endosymbioticus	2558174	species	826669	13	11	0.0
Oecophyllibacter saccharovorans	2558360	species	1945529	1	1	0.0
Formicincola oecophyllae	2558361	species	1961668	1	1	0.0
Papaya severe leaf curl virus	2558458	species	5508	1	0	0.0
